session_id,log_id,flow_id,flow_name,node_name,node_type,user_id,message,create_date,update_date,neg,neu,pos
29501901,246051449,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3jhhsqd@FrogueId,,2022-05-24 10:33:53.2,2022-05-24 10:33:53.2,0,0,0
29501901,246051450,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-24 10:33:53.2,2022-05-24 10:33:53.2,0,0,0
29501901,246051451,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-24 10:33:53.3,2022-05-24 10:33:53.3,0,0,0
29501903,246051454,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3jhi1bw@FrogueId,,2022-05-24 10:34:04.8,2022-05-24 10:34:04.8,0,0,0
29501903,246051455,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-24 10:34:04.8,2022-05-24 10:34:04.8,0,0,0
29501903,246051456,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-24 10:34:04.8,2022-05-24 10:34:04.8,0,0,0
29501905,246051462,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3jhi5kq@FrogueId,,2022-05-24 10:34:09.9,2022-05-24 10:34:09.9,0,0,0
29501905,246051465,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-24 10:34:09.9,2022-05-24 10:34:09.9,0,0,0
29501905,246051466,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-24 10:34:09.9,2022-05-24 10:34:09.9,0,0,0
29501906,246051467,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3jhi5c9@FrogueId,,2022-05-24 10:34:10.7,2022-05-24 10:34:10.7,0,0,0
29501906,246051468,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-24 10:34:10.8,2022-05-24 10:34:10.8,0,0,0
29501906,246051469,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-24 10:34:10.8,2022-05-24 10:34:10.8,0,0,0
29501908,246051470,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3jhi6fh@FrogueId,,2022-05-24 10:34:12.2,2022-05-24 10:34:12.2,0,0,0
29501908,246051471,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-24 10:34:12.3,2022-05-24 10:34:12.3,0,0,0
29501908,246051472,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-24 10:34:12.3,2022-05-24 10:34:12.3,0,0,0
29501901,246051478,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,l3jhhsqd@FrogueId,오시현이에요.,2022-05-24 10:34:18.2,2022-05-24 10:34:18.2,0,0,0
