session_id,log_id,flow_id,flow_name,node_name,node_type,user_id,message,create_date,update_date,neg,neu,pos
29591654,246549244,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3tfv7e6@FrogueId,,2022-05-31 9:46:02.5,2022-05-31 9:46:02.5,0,0,0
29591654,246549245,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-31 9:46:02.6,2022-05-31 9:46:02.6,0,0,0
29591654,246549246,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-31 9:46:02.6,2022-05-31 9:46:02.6,0,0,0
29591664,246549263,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3tfvp42@FrogueId,,2022-05-31 9:46:26.0,2022-05-31 9:46:26.0,0,0,0
29591664,246549264,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-31 9:46:26.0,2022-05-31 9:46:26.0,0,0,0
29591664,246549265,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-31 9:46:26.1,2022-05-31 9:46:26.1,0,0,0
29591669,246549280,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3tfw1ut@FrogueId,,2022-05-31 9:46:46.7,2022-05-31 9:46:46.7,0,0,0
29591669,246549281,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-31 9:46:46.8,2022-05-31 9:46:46.8,0,0,0
29591669,246549282,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-31 9:46:46.8,2022-05-31 9:46:46.8,0,0,0
29591670,246549283,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3tfw5mi@FrogueId,,2022-05-31 9:46:47.2,2022-05-31 9:46:47.2,0,0,0
29591670,246549284,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-31 9:46:47.2,2022-05-31 9:46:47.2,0,0,0
29591670,246549285,FLOWD000000000110567,[운동 에너지] 0. 시작,What is yout name? (first one),slot,chatbot,안녕하세요 휴먼? 저는 Justin이라고 합니다. 이번에 사용하는 휴먼의 이름은 무엇입니까?,2022-05-31 9:46:47.3,2022-05-31 9:46:47.3,0,0,0
29591675,246549303,FLOWD000000000110567,[운동 에너지] 0. 시작,Listen Node,listen,l3tfwgog@FrogueId,,2022-05-31 9:47:02.0,2022-05-31 9:47:02.0,0,0,0
29591675,246549304,FLOWD000000000110567,[운동 에너지] 0. 시작,username = 0?,split,chatbot,[Condition],2022-05-31 9:47:02.0,2022-05-31 9:47:02.0,0,0,0
